FIRE_CAUSE,FCODE,FIRESTATUS,FIRE_CENTR,FIRE_TYPE,FIRE_YEAR,FIRE_NO,SHAPE,SIZE_HA,FIRE_NT_NM,LATITUDE,FIRE_NT_LK,FIRE_NT_ID,ZONE,FIRE_ID,IGN_DATE,GEO_DESC,LONGITUDE,OBJECTID,X,Y
Lightning,JA70003000,Not Active,2,Fire,2018,V52123,,0.009,,50.1765,,,5,2123,20180803000000,Redonda Island,-124.7953,2883839,1086031.2499999993,574148.3849999979
Lightning,JA70003000,Active,2,Fire,2018,V52153,,0.600,,50.9040,,,5,2153,20180804000000,Bishop River #3,-124.1441,2883840,1130406.5350000004,656098.8479999984
Lightning,JA70003000,Active,2,Fire,2018,V52154,,0.100,,50.8859,,,5,2154,20180804000000,Bishop River #2,-124.0048,2883841,1140252.3709999998,654354.2029999988
Lightning,JA70003000,Active,2,Fire,2018,V52155,,0.600,,50.9055,,,5,2155,20180804000000,Bishop River #1,-123.9946,2883842,1140906.1380000005,656557.9290000005
Lightning,JA70003000,Not Active,2,Fire,2018,V52240,,0.200,,50.0021,,,5,2240,20180806000000,Okeover Arm Park,-124.6984,2883843,1093312.2659999996,554871.8479999937
Lightning,JA70003000,Active,2,Fire,2018,V52281,,0.009,,50.8467,,,5,2281,20180807000000,Southgate River,-124.7133,2883844,1090530.9920000010,648831.9130000016
Lightning,JA70003000,Active,2,Fire,2018,V52370,,1.000,,50.8841,,,5,2370,20180809000000,Southgate River,-124.6949,2883845,1091750.9449999994,653024.7990000006
Lightning,JA70003000,Active,2,Fire,2018,V52379,,0.300,,50.5168,,,5,2379,20180809000000,Toba Inlet,-124.3961,2883846,1113680.3650000009,612570.7290000012
Person,JA70003000,Not Active,2,Fire,2018,V52418,,0.009,,49.4804,,,5,2418,20180811000000,Twin Creek Rd,-123.4862,2883847,1182245.6380000005,499246.3169999942
Lightning,JA70003000,Not Active,2,Fire,2018,V52694,,0.010,,50.0000,,,5,2694,20180816000000,N of Phelan Lake,-124.2033,2883848,1128802.0729999996,555413.0170000000
,JA70003000,New,2,Fire,2018,V52743,,0.009,,50.7000,,,5,2743,20180817000000,Orford River,-124.7304,2883849,1089621.9779999999,632481.3589999992
Person,JA70003000,Not Active,2,Fire,2018,V60036,,0.009,,48.8013,,,6,36,20180425000000,McLean Rd,-123.9486,2883850,1150913.5689999997,422749.5410000030
Person,JA70003000,Not Active,2,Fire,2018,V60266,,0.009,,48.9403,,,6,266,20180520000000,Banon Main FSR,-123.8090,2883851,1160707.3570000008,438494.4160000011
Person,JA70003000,Not Active,2,Fire,2018,V60511,,0.300,,48.6380,,,6,511,20180610000000,2km on Kapoor Mainline,-123.7328,2883852,1167370.7580000001,405117.8580000009
Person,JA70003000,Not Active,2,Fire,2018,V60532,,1.800,,48.4294,,,6,532,20180616000000,Veitch Creek,-123.6042,2883853,1177637.8709999998,382290.6520000007
Person,JA70003000,Not Active,2,Fire,2018,V60577,,0.009,,48.7033,,,6,577,20180620000000,Robertson/Fleet River,-124.0188,2883854,1146054.7090000003,411735.6929999990
Person,JA70003000,Not Active,2,Fire,2018,V60979,,14.500,,49.0919,,,6,979,20180701000000,Rush Creek,-124.3199,2883855,1122841.4710000001,454295.7969999984
Person,JA70003000,Not Active,2,Fire,2018,V60998,,84.000,,48.4386,,,6,998,20180702000000,Tugwell Creek,-123.8399,2883856,1160140.9239999994,382752.5360000012
Person,JA70003000,Not Active,2,Fire,2018,V61034,,0.009,,48.4395,,,6,1034,20180706000000,Chatham Island,-123.2464,2883857,1204114.9070000004,384381.0770000052
Person,JA70003000,Not Active,2,Fire,2018,V61232,,0.009,,48.9150,,,6,1232,20180717000000,Watson 41-16,-123.9569,2883858,1149938.6460000002,435357.6500000004
Person,JA70003000,Not Active,2,Fire,2018,V61884,,0.200,,48.4667,,,6,1884,20180801000000,Bear Mountain,-123.5325,2883859,1182807.6250000005,386615.3679999951
Person,JA70003000,Not Active,2,Fire,2018,V62095,,0.100,,48.8055,,,6,2095,20180803000000,Fulford Harbour,-123.4454,2883860,1187902.5589999999,424419.8580000047
Person,JA70003000,Active,2,Fire,2018,V62214,,182.000,,49.0807,,,6,2214,20180805000000,Nanaimo Lakes,-124.0755,2883861,1140739.2640000004,453505.1859999960
Person,JA70003000,Not Active,2,Fire,2018,V62325,,5.500,,48.8408,,,6,2325,20180808000000,W side Maple Mountain,-123.6404,2883862,1173435.3960000002,427841.2970000003
Person,JA70003000,Not Active,2,Fire,2018,V62344,,0.140,,48.4472,,,6,2344,20180808000000,Circle Creek,-124.1336,2883863,1138345.5130000003,383081.6669999948
Person,JA70003000,Not Active,2,Fire,2018,V62416,,0.009,,48.8200,,,6,2416,20180810000000,Herd Rd and Southview Terrace,-123.6208,2883864,1174956.6540000003,425585.0669999989
Person,JA70003000,Not Active,2,Fire,2018,V62704,,0.009,,48.7928,,,6,2704,20180816000000,Mayo Lake,-123.9500,2883865,1150838.9349999998,421810.6270000078
Person,JA70003000,Not Active,2,Fire,2018,V70148,,0.009,,49.4760,,,7,148,20180511000000,Rosewall FSR,-124.8207,2883866,1085514.9849999999,496235.2510000039
Person,JA70003000,Not Active,2,Fire,2018,V70206,,0.009,,49.1947,,,7,206,20180515000000,Weigles Road,-124.1080,2883867,1138025.7890000006,466104.6689999960
Person,JA70003000,Not Active,2,Fire,2018,V70259,,0.100,,49.0409,,,7,259,20180520000000,"Shingle Point Reserve, Valdes Island",-123.6428,2883868,1172520.2150000005,450052.9559999984
Person,JA70003000,Not Active,2,Fire,2018,V70275,,0.300,,49.2572,,,7,275,20180520000000,Stiny Bridge,-124.7583,2883869,1090468.4410000008,471997.6300000018
Person,JA70003000,Not Active,2,Fire,2018,V70359,,0.009,,49.2892,,,7,359,20180523000000,"Ash Main FSR, Port Alberni",-124.9163,2883870,1078903.3010000009,475365.6350000035
Person,JA70003000,Not Active,2,Fire,2018,V70389,,0.300,,49.0941,,,7,389,20180526000000,Nanaimo Lakes,-124.1234,2883871,1137195.2169999992,454900.9090000000
Person,JA70003000,Not Active,2,Fire,2018,V70408,,0.009,,49.4498,,,7,408,20180526000000,South of Hastings Rd,-124.7784,2883872,1088634.8449999997,493370.1840000041
Person,JA70003000,Not Active,2,Fire,2018,V70452,,0.100,,49.2025,,,7,452,20180531000000,North Kidney Lake,-124.1404,2883873,1135637.6029999992,466904.5649999995
Person,JA70003000,Not Active,2,Fire,2018,V70512,,0.009,,49.1053,,,7,512,20180610000000,Extension Road,-123.9401,2883874,1150559.8519999993,456524.6090000039
Person,JA70003000,Not Active,2,Fire,2018,V70526,,0.009,,49.1029,,,7,526,20180615000000,Off Nanaimo Lakes Rd,-124.0378,2883875,1143430.8350000000,456047.9179999996
Person,JA70003000,Not Active,2,Fire,2018,V70558,,0.009,,49.1712,,,7,558,20180619000000,"Block 142-139, NWB Road",-124.1667,2883876,1133813.3630000001,463380.2439999981
Person,JA70003000,Not Active,2,Fire,2018,V71116,,0.009,,49.0651,,,7,1116,20180711000000,W of Kennedy Lake,-125.6174,2883877,1027993.5409999995,449936.7089999979
Person,JA70003000,Not Active,2,Fire,2018,V71123,,0.100,,49.5244,,,7,1123,20180711000000,Buckley Bay Off Ramp,-124.8582,2883878,1082714.0479999990,501564.2069999995
Person,JA70003000,Not Active,2,Fire,2018,V71190,,0.009,,49.1788,,,7,1190,20180715000000,Shady Mile Way,-124.0249,2883879,1144134.4900000005,464508.1370000001
Person,JA70003000,Not Active,2,Fire,2018,V71386,,1.000,,49.2761,,,7,1386,20180721000000,Taylor Arm Park,-125.0551,2883880,1068817.4850000008,473763.5019999975
Person,JA70003000,Not Active,2,Fire,2018,V71451,,0.320,,49.1300,,,7,1451,20180725000000,Mudge Island,-123.7882,2883881,1161572.0130000000,459596.5050000018
Person,JA70003000,Not Active,2,Fire,2018,V71723,,0.140,,49.1013,,,7,1723,20180731000000,South Forks Road,-124.0418,2883882,1143140.8070000010,455869.4830000009
Person,JA70003000,Not Active,2,Fire,2018,V72278,,4.100,,49.3236,,,7,2278,20180806000000,Turtle Lake Road,-124.9611,2883883,1075586.8630000006,479135.1420000000
Person,JA70003000,Not Active,2,Fire,2018,V72306,,10.000,,49.3040,,,7,2306,20180807000000,Beaufort Range,-124.7663,2883884,1089798.5870000001,477190.6019999981
Person,JA70003000,Not Active,2,Fire,2018,V72339,,0.009,,49.4074,,,7,2339,20180808000000,Thames Creek,-124.7278,2883885,1092391.6090000006,488728.9429999990
Person,JA70003000,Active,2,Fire,2018,V72388,,30.000,Arbutus Summit,49.2161,http://bcfireinfo.for.gov.bc.ca/hprScripts/WildfireNews/OneFire.asp?ID=749,749,7,2388,20180809000000,Arbutus Summit,-124.8441,2883886,1084291.0970000003,467325.8389999969
Person,JA70003000,Not Active,2,Fire,2018,V72391,,0.009,,49.3032,,,7,2391,20180810000000,Hwy 18,-124.3094,2883887,1123049.7039999999,477781.1680000043
Lightning,JA70003000,Not Active,2,Fire,2018,V72510,,0.009,,49.1683,,,7,2510,20180811000000,Blackjack Creek,-124.1677,2883888,1133743.8199999998,463058.0010000011
Person,JA70003000,Not Active,2,Fire,2018,V72560,,0.009,,49.2993,,,7,2560,20180811000000,North of Taylor Arm,-125.0553,2883889,1068766.0210000006,476346.4949999992
Lightning,JA70003000,Not Active,2,Fire,2018,V72577,,0.009,,49.1765,,,7,2577,20180812000000,Black Jack Ridge,-124.1155,2883890,1137530.1640000003,464068.7260000054
Person,JA70003000,Not Active,2,Fire,2018,V80192,,0.009,,49.8525,,,8,192,20180514000000,Oyster River Main,-125.3910,2883891,1043804.4990000000,537567.7689999985
Person,JA70003000,Not Active,2,Fire,2018,V80222,,0.009,,49.7290,,,8,222,20180517000000,Block T51 in Hisinit,-126.5452,2883892,960679.7330000000,523794.2029999979
Person,JA70003000,Not Active,2,Fire,2018,V80246,,0.009,,50.2106,,,8,246,20180519000000,Small Bay,-125.3890,2883893,1043605.7019999992,577404.0060000019
Person,JA70003000,Not Active,2,Fire,2018,V80353,,33.000,,49.9327,,,8,353,20180523000000,Argonaut Mainline,-125.4759,2883894,1037634.4219999992,546436.0809999974
Person,JA70003000,Not Active,2,Fire,2018,V80448,,0.100,,50.0034,,,8,448,20180530000000,North of Strathcona Dam,-125.5743,2883895,1030520.8110000002,554253.9430000084
Lightning,JA70003000,Not Active,2,Fire,2018,V80568,,0.009,,49.6793,,,8,568,20180620000000,Hanging Creek,-125.9754,2883896,1001773.7040000000,518120.9730000030
Lightning,JA70003000,Not Active,2,Fire,2018,V80653,,0.600,,49.6763,,,8,653,20180620000000,3 miles SE Mt. Washington,-125.2901,2883897,1051256.9500000002,518042.4300000016
